['20231206105035', 'Kevin', 'Sales_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212101750', '12345', 'R&D_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212101746', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212101746', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212101850', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212101850', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212101850', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212102245', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212102245', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212102327', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212102327', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212102422', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212102422', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212102532', '12345', 'Sales_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212102532', '12345', 'Sales_dept', 'GET', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212102532', '12345', 'Sales_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212102532', '12345', 'R&D_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212102532', '12345', 'R&D_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212102532', '12345', 'R&D_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212102527', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212102527', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212102527', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212102527', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212102527', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212102527', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212102633', '12345', 'Sales_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212102633', '12345', 'Sales_dept', 'GET', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212102633', '12345', 'Sales_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212102633', '12345', 'R&D_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212102633', '12345', 'R&D_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212102633', '12345', 'R&D_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212102640', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212102640', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212102640', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212102640', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212102640', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212102640', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212102640', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212102640', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212102640', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212102640', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212102640', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212102812', '12345', 'Sales_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212102812', '12345', 'Sales_dept', 'GET', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212102812', '12345', 'Sales_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212102812', '12345', 'R&D_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212102812', '12345', 'R&D_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212102812', '12345', 'R&D_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212102810', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212102810', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212103103', '12345', 'Sales_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212103103', '12345', 'Sales_dept', 'GET', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212103103', '12345', 'Sales_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212103103', '12345', 'R&D_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212103103', '12345', 'R&D_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212103103', '12345', 'R&D_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212103106', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212103106', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212103106', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212103106', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212103239', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212103239', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212103239', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212103239', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212103239', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212103239', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212103239', 'Admin', 'R&D_dept', 'UPDATE', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212103612', '12345', 'Sales_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212103612', '12345', 'Sales_dept', 'GET', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212103612', '12345', 'Sales_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212103612', '12345', 'R&D_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212103612', '12345', 'R&D_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212103612', '12345', 'R&D_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212103239', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212103239', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212103239', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212104342', 'Steve', 'Sales_dept', 'GET', 'Mobius/hr_manual/DATA', '', 403]
['20231212104346', 'Kevin', 'Sales_dept', 'GET', 'Mobius/hr_manual/DATA', '', 403]
['20231212104353', 'Alice', 'HR_dept', 'GET', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212104220', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212104427', 'Kevin', 'Sales_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212104437', 'Alice', 'HR_dept', 'GET', 'Mobius/sales_manual/DATA', '', 403]
['20231212104442', '12345', 'Sales_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212104442', '12345', 'Sales_dept', 'GET', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212104442', '12345', 'Sales_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212104442', '12345', 'R&D_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212104442', '12345', 'R&D_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212104442', '12345', 'R&D_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212104445', 'Alice', 'HR_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212104829', '12345', 'Sales_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212104829', '12345', 'Sales_dept', 'GET', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212104829', '12345', 'Sales_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212104829', '12345', 'R&D_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212104829', '12345', 'R&D_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212104829', '12345', 'R&D_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212104935', '12345', 'Sales_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212104935', '12345', 'HR_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212104935', '12345', 'Sales_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212104935', '12345', 'R&D_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212104935', '12345', 'R&D_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212104935', '12345', 'R&D_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212104935', '12345', 'HR_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212104935', '12345', 'HR_dept', 'GET', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212104935', '12345', 'HR_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212104935', '12345', 'PR_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212104935', '12345', 'PR_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212104935', '12345', 'PR_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212104938', '12345', 'Sales_dept', 'POST', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212104938', '12345', 'HR_dept', 'POST', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212104938', '12345', 'Sales_dept', 'POST', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212104938', '12345', 'R&D_dept', 'POST', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212104938', '12345', 'R&D_dept', 'POST', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212104938', '12345', 'R&D_dept', 'POST', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212104938', '12345', 'HR_dept', 'POST', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212104938', '12345', 'HR_dept', 'POST', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212104938', '12345', 'HR_dept', 'POST', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212104938', '12345', 'PR_dept', 'POST', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212104938', '12345', 'PR_dept', 'POST', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212104938', '12345', 'PR_dept', 'POST', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212104939', '12345', 'Sales_dept', 'POST', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212104939', '12345', 'HR_dept', 'POST', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212104939', '12345', 'Sales_dept', 'POST', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212104939', '12345', 'R&D_dept', 'POST', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212104939', '12345', 'R&D_dept', 'POST', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212104939', '12345', 'R&D_dept', 'POST', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212104939', '12345', 'HR_dept', 'POST', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212104939', '12345', 'HR_dept', 'POST', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212104939', '12345', 'HR_dept', 'POST', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212104939', '12345', 'PR_dept', 'POST', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212104939', '12345', 'PR_dept', 'POST', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212104939', '12345', 'PR_dept', 'POST', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212104939', '12345', 'Sales_dept', 'POST', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212104939', '12345', 'HR_dept', 'POST', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212104939', '12345', 'Sales_dept', 'POST', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212104939', '12345', 'R&D_dept', 'POST', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212104939', '12345', 'R&D_dept', 'POST', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212104939', '12345', 'R&D_dept', 'POST', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212104939', '12345', 'HR_dept', 'POST', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212104939', '12345', 'HR_dept', 'POST', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212104939', '12345', 'HR_dept', 'POST', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212104939', '12345', 'PR_dept', 'POST', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212104939', '12345', 'PR_dept', 'POST', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212104939', '12345', 'PR_dept', 'POST', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212104940', '12345', 'Sales_dept', 'POST', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212104940', '12345', 'HR_dept', 'POST', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212104940', '12345', 'Sales_dept', 'POST', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212104940', '12345', 'R&D_dept', 'POST', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212104940', '12345', 'R&D_dept', 'POST', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212104940', '12345', 'R&D_dept', 'POST', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212104940', '12345', 'HR_dept', 'POST', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212104940', '12345', 'HR_dept', 'POST', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212104940', '12345', 'HR_dept', 'POST', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212104940', '12345', 'PR_dept', 'POST', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212104940', '12345', 'PR_dept', 'POST', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212104940', '12345', 'PR_dept', 'POST', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212104940', '12345', 'Sales_dept', 'POST', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212104940', '12345', 'HR_dept', 'POST', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212104940', '12345', 'Sales_dept', 'POST', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212104940', '12345', 'R&D_dept', 'POST', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212104940', '12345', 'R&D_dept', 'POST', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212104940', '12345', 'R&D_dept', 'POST', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212104940', '12345', 'HR_dept', 'POST', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212104940', '12345', 'HR_dept', 'POST', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212104940', '12345', 'HR_dept', 'POST', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212104940', '12345', 'PR_dept', 'POST', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212104940', '12345', 'PR_dept', 'POST', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212104940', '12345', 'PR_dept', 'POST', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212104220', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212104220', 'Admin', 'Sales_dept', 'UPDATE', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105024', '12345', 'Sales_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105024', '12345', 'HR_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105024', '12345', 'Sales_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212105024', '12345', 'R&D_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212105024', '12345', 'R&D_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212105024', '12345', 'R&D_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212105024', '12345', 'HR_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105024', '12345', 'HR_dept', 'GET', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212105024', '12345', 'HR_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212105024', '12345', 'PR_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212105024', '12345', 'PR_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212105024', '12345', 'PR_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212105025', '12345', 'Sales_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105025', '12345', 'HR_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105025', '12345', 'Sales_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212105025', '12345', 'R&D_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212105025', '12345', 'R&D_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212105025', '12345', 'R&D_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212105025', '12345', 'HR_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105025', '12345', 'HR_dept', 'GET', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212105025', '12345', 'HR_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212105025', '12345', 'PR_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212105025', '12345', 'PR_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212105025', '12345', 'PR_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212105025', '12345', 'Sales_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105025', '12345', 'HR_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105025', '12345', 'Sales_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212105025', '12345', 'R&D_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212105025', '12345', 'R&D_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212105025', '12345', 'R&D_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212105025', '12345', 'HR_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105025', '12345', 'HR_dept', 'GET', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212105025', '12345', 'HR_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212105025', '12345', 'PR_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212105025', '12345', 'PR_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212105025', '12345', 'PR_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212105026', '12345', 'Sales_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105026', '12345', 'HR_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105026', '12345', 'Sales_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212105026', '12345', 'R&D_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212105026', '12345', 'R&D_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212105026', '12345', 'R&D_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212105026', '12345', 'HR_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105026', '12345', 'HR_dept', 'GET', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212105026', '12345', 'HR_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212105026', '12345', 'PR_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212105026', '12345', 'PR_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212105026', '12345', 'PR_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212105027', '12345', 'Sales_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105027', '12345', 'HR_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105027', '12345', 'Sales_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212105027', '12345', 'R&D_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212105027', '12345', 'R&D_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212105027', '12345', 'R&D_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212105027', '12345', 'HR_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105027', '12345', 'HR_dept', 'GET', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212105027', '12345', 'HR_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212105027', '12345', 'PR_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212105027', '12345', 'PR_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212105027', '12345', 'PR_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212105029', '12345', 'Sales_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105029', '12345', 'HR_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105029', '12345', 'Sales_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212105029', '12345', 'R&D_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212105029', '12345', 'R&D_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212105029', '12345', 'R&D_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212105029', '12345', 'HR_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105029', '12345', 'HR_dept', 'GET', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212105029', '12345', 'HR_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212105029', '12345', 'PR_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212105029', '12345', 'PR_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212105029', '12345', 'PR_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212105030', '12345', 'Sales_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105030', '12345', 'HR_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105030', '12345', 'Sales_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212105030', '12345', 'R&D_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212105030', '12345', 'R&D_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212105030', '12345', 'R&D_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212105030', '12345', 'HR_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105030', '12345', 'HR_dept', 'GET', 'Mobius/hr_manual/DATA', 'HR_dept', 200]
['20231212105030', '12345', 'HR_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212105030', '12345', 'PR_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212105030', '12345', 'PR_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212105030', '12345', 'PR_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212105031', '12345', 'Sales_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105031', '12345', 'HR_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
['20231212105031', '12345', 'Sales_dept', 'GET', 'Mobius/server/DATA', 'HR_dept', 200]
['20231212105031', '12345', 'R&D_dept', 'GET', 'Mobius/PR_design/DATA', 'PR_dept', 200]
['20231212105031', '12345', 'R&D_dept', 'GET', 'Mobius/research_report/DATA', 'R&D_dept', 200]
['20231212105031', '12345', 'R&D_dept', 'GET', 'Mobius/poster_items/DATA', 'PR_dept', 200]
['20231212105031', '12345', 'HR_dept', 'GET', 'Mobius/sales_manual/DATA', 'Sales_dept', 200]
